Name	Positive_rating	Played_time..h.	Time_to_finish..h.	Developer	Release_date
Pixel Painter	74.3	3.72	No time registered yet	Dio Alias Games	19-Jun-2017
Mini Motor Racing EVO	65	3.7	5	The Binary Mill	NA
To the Moon	96.4	3.7	4	Freebird Games	07-Sep-2012
Tales of Maj'Eyal	95.6	3.7	38	Netcore Games	12-Dec-2013
Nux	39.3	3.7	1	Idigicon	15-Aug-2014
Sakura Santa	85.8	3.7	2	Winged Cloud	21-Dec-2015
Mega Man Legacy Collection 2	87	3.7	13	CAPCOM CO., LTD	08-Aug-2017
So Many Cubes	29.1	3.7	No time registered yet	exagongames	06-Oct-2016
Sakura Space	77.1	3.7	2	Winged Cloud	10-Oct-2016
Portal 2	98.8	3.68	9	Valve	18-Apr-2011
DARK	53.1	3.68	7	Realmforge Studios	03-Jul-2013
Data Hacker: Corruption	48.4	3.68	18	New Reality Games	22-Oct-2014
I am weapon: Revival	69.3	3.67	No time registered yet	Krealit	23-Oct-2015
Dreamfall Chapters	82.8	3.65	22	Red Thread Games	21-Jul-2017
TransOcean: The Shipping Company	72.5	3.65	16	Deck13 Hamburg	23-Sep-2014
Democracy 3	74.5	3.65	7	Positech Games	14-Oct-2013
Midnight Carnival	37.1	3.65	No time registered yet	Delusional Games	22-Nov-2016
X-Blades	61.8	3.63	7	Gaijin Entertainment	30-Apr-2009
House of 1,000 Doors - Family Secrets	92.5	3.63	3	Alawar	NA
House of 1000 Doors: The Palm of Zoroaster Collector's Edition	90.9	3.63	3	Alawar	NA
Cubicle Quest	73.8	3.63	No time registered yet	Ian Isaro	25-Feb-2015
DEADBOLT	95.9	3.63	6	Hopoo Games	14-Mar-2016
Dinosaur Forest	57.2	3.63	1	Racing Bros	17-May-2017
FATE: The Cursed King	89	3.62	No time registered yet	WildTangent	19-Nov-2014
Burstfire	42	3.62	No time registered yet	Nacho Games	24-Sep-2015
ENDLESS™ Space - Definitive Edition	80.5	3.6	16	AMPLITUDE Studios	04-Jul-2012
7 Days to Die	88.5	3.6	54	The Fun Pimps	13-Dec-2013
ibb & obb	90.9	3.6	6	Sparpweed, Codeglue	26-May-2014
Zeno Clash 2	77.1	3.57	6	ACE Team	30-Apr-2013
System Shock 2	94.5	3.57	14	Nightdive Studios, Irrational Games, Looking Glass Studios	10-May-2013
RADical ROACH Remastered	53.9	3.57	1	Pixel Puzzles	16-May-2014
Nuclear Throne	96.3	3.57	17	Vlambeer	05-Dec-2015
Bud Spencer & Terence Hill - Slaps And Beans	92.4	3.57	3	Trinity Team	20-Apr-2018
The Red Solstice	72.3	3.55	18	Ironward	09-Jul-2015
Momodora: Reverie Under the Moonlight	93.9	3.55	4	Bombservice	04-Mar-2016
Barnyard Mahjong 3	61	3.55	3	EnsenaSoft	29-Jul-2016
Spikit	80.2	3.55	0	Blastoid Entertainment	09-Aug-2016
Observer	79.1	3.55	7	Bloober Team SA	15-Aug-2017
UltraGoodness	75.6	3.55	0	Rasul Mono	02-Jun-2017
The Elder Scrolls Online	81.8	3.55	42	ZeniMax Online Studios	22-May-2017
VVVVVV	96.3	3.53	2	Terry Cavanagh	07-Sep-2010
Brothers - A Tale of Two Sons	94.5	3.53	3	Starbreeze Studios AB	03-Sep-2013
Superfrog HD	47.3	3.53	3	Team17 Digital Ltd	12-Sep-2013
Spintires®	87.5	3.53	9	Oovee® Games	NA
BioShock Remastered	79.6	3.53	11	2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)	15-Sep-2016
FATE: Undiscovered Realms	78.9	3.53	13	WildTangent	17-Apr-2014
The Flame in the Flood	75.9	3.53	9	The Molasses Flood	24-Feb-2016
Steredenn	87.8	3.53	2	Pixelnest Studio	01-Oct-2015
Gunnheim	40.1	3.53	No time registered yet	SIEIDI Ltd	16-Oct-2015
Apartment 666	33.8	3.53	1	I Need Play	03-Aug-2016
Lup	44.4	3.53	1	Leo B	01-Apr-2016
Sleeping Valley	33.7	3.53	0	White Dog Games	08-Oct-2016
The Saint: Abyss of Despair	70.7	3.53	2	Happy Artist	02-Feb-2017
Hostile Waters: Antaeus Rising	76.6	3.52	20	Rage Software	30-Jan-2014
Anna's Quest	88.1	3.52	10	Daedalic Entertainment	02-Jul-2015
Rock of Ages 2	85	3.52	4	ACE Team	28-Aug-2017
The Shrouded Isle	70.5	3.52	4	Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya Short	04-Aug-2017
POSTAL Redux	92.4	3.5	2	Running With Scissors	20-May-2016
The Dreamlord	39.9	3.5	No time registered yet	mesetts	13-Dec-2016
Abrix the robot	61.8	3.5	0	EJRGames	29-Apr-2016
Osmos	87.4	3.48	6	Hemisphere Games	18-Aug-2009
Tribloos 2	84.2	3.48	0	BumpkinBrothers	30-Jan-2014
Sudden Strike 4	77	3.48	20	Kite Games	11-Aug-2017
Event[0]	80.1	3.48	2	Ocelot Society	14-Sep-2016
Aritana and the Harpy's Feather	90.5	3.47	3	Duaik Entretenimento	15-Aug-2014
Zup! 8	96.3	3.47	1	Quiet River	22-Feb-2018
HackyZack	67.6	3.45	4	Spaceboy Games	28-Mar-2017
Need for Speed: SHIFT	77.3	3.43	13	Slightly Mad Studios	06-Oct-2009
Duke Nukem 3D: Megaton Edition	97.4	3.43	10	3D Realms, General Arcade	NA
Loren The Amazon Princess	82.1	3.43	11	Winter Wolves	15-Jan-2014
Coin Crypt	86.7	3.43	5	Wishes Ultd., Greg Lobanov	28-Oct-2014
Into the Dark	44.2	3.43	4	Homegrown Games	01-May-2014
The Incredible Adventures of Van Helsing II	68.9	3.43	10	NeocoreGames	13-Jun-2014
Insurgency	91.8	3.43	8	New World Interactive	22-Jan-2014
The Deed	90.4	3.43	1	Pilgrim Adventures, GrabTheGames Studios	23-Nov-2015
Dead Island Riptide	86.5	3.42	12	Techland	NA
Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™	95.7	3.42	NA	Ubisoft Montpellier	25-Jun-2014
Invasion: Brain Craving	42.7	3.42	No time registered yet	New Reality Games	22-Jun-2016
The Room Two	97.8	3.42	3	Fireproof Games	05-Jul-2016
Sorry, James	79.6	3.42	3	Konstructors	10-Nov-2017
Ring Runner: Flight of the Sages	83.6	3.4	17	Triple.B.Titles	19-Nov-2013
Enigmatis: The Ghosts of Maple Creek	84.5	3.4	4	Artifex Mundi	16-Oct-2014
Level 22: Gary’s Misadventures	66.7	3.4	3	Moving Player	11-Feb-2016
Snakebird	93.2	3.4	8	Noumenon Games	04-May-2015
Oath of Genesis	0	3.4	NA	NoteMode Studios	NA
Hyper color ball	44.7	3.4	0	Czester16	02-Sep-2016
Transcripted	94.3	3.38	4	Alkemi	NA
Skyborn	87.1	3.37	8	Dancing Dragon Games	21-Feb-2014
Oknytt	91.9	3.37	5	Nemoria Entertainment	04-Apr-2014
Bloodsports.TV	76.9	3.37	No time registered yet	Toadman Interactive, Fatshark	30-Mar-2015
Silence of the Sleep	75.4	3.35	6	Jesse Makkonen	01-Oct-2014
Night Blights	91.3	3.35	2	Trapdoor Games, Hot Cross Games	15-Apr-2016
Deep Space Dash	29.6	3.35	No time registered yet	Delusional Games	07-Jul-2016
The Void	81.2	3.33	25	Ice-Pick Lodge	15-Dec-2009
Streets of Chaos	34.1	3.33	1	SimProse Studios	28-Jan-2015
Atonement 2: Ruptured by Despair	71.9	3.33	0	Astronomic Games	18-Oct-2016
Desolate Wastes: Vendor Chronicles	54.4	3.33	0	Rotatipyra	21-Jul-2017
Mount Your Friends	95.2	3.32	2	Stegersaurus Software Inc.	29-Jul-2014
Hero of the Kingdom II	94.5	3.32	5	Lonely Troops	20-Feb-2015
Expert Rifleman - Reloaded	60	3.32	No time registered yet	BattleByte	14-Aug-2015
FINAL FANTASY V	76.8	3.3	32	Square Enix	24-Sep-2015
Freebie	73.5	3.3	0	Free Games Info, hyperboreanGames	16-Jun-2016
Q.U.B.E. 2	84	3.28	5	Toxic Games	13-Mar-2018
Germ Wars	53.7	3.28	0	Svarog Studios	21-Nov-2016
The Norwood Suite	87.5	3.28	2	Cosmo D	02-Oct-2017
CHRONO TRIGGER	87.3	3.28	23	Square Enix	27-Feb-2018
Emily is Away Too	93.6	3.27	2	Kyle Seeley	26-May-2017
Street Fighter X Tekken	55.4	3.25	2	Capcom U.S.A., Inc.	NA
Velocibox	88.3	3.25	2	Shawn Beck	08-Sep-2014
The Turing Test	87.6	3.25	5	BULKHEAD	30-Aug-2016
Clergy Splode	42.3	3.22	0	PiGravity	17-Sep-2015
Legends of Eisenwald	76.4	3.2	24	Aterdux Entertainment	02-Jul-2015
Little Racers STREET	82.5	3.18	8	Milkstone Studios	06-Feb-2014
Ampu-Tea	62.6	3.18	1	ProjectorGames	30-May-2014
AER Memories of Old	86.3	3.18	3	Forgotten Key	25-Oct-2017
Kathy Rain	92.4	3.18	6	Clifftop Games	05-May-2016
Kivi, Toilet and Shotgun	51.1	3.18	No time registered yet	16bit Nights	15-Jan-2016
Geometry Dash	93.4	3.17	16	RobTop Games	22-Dec-2014
Insincere	50	3.17	2	Astronomic Games	12-May-2016
qop	91.6	3.17	1	Quiet River	13-Jul-2017
BlazeRush	87.9	3.15	7	Targem Games	28-Oct-2014
ONE PIECE BURNING BLOOD	80	3.15	5	Spike Chunsoft Co., Ltd.	01-Sep-2016
Kingdom: Classic	90.6	3.15	7	Noio, Licorice	21-Oct-2015
SteamWorld Dig	93.6	3.13	5	Image & Form Games	05-Dec-2013
Riptide GP2	89.5	3.13	7	Vector Unit	07-Mar-2014
Killer is Dead	75.5	3.13	7	KADOKAWA GAMES \/ GRASSHOPPER MANUFACTURE	23-May-2014
Dreaming Sarah	91.1	3.13	2	Asteristic Game Studio, Anthony Septim	12-Mar-2015
Sometimes: Success Requires Sacrifice	71.8	3.13	0	Volens Nolens Games	27-Feb-2015
Sheltered	81.2	3.13	23	Unicube, Team 17 Digital Ltd	15-Mar-2016
Strangers in a Strange Land	57.3	3.13	5	SOMG	27-Jul-2017
Chip	83	3.1	5	Coatsink	25-Apr-2014
New kind of adventure	41.3	3.1	2	Mint Age Studios	04-Jun-2015
Dead Army - Radio Frequency	61.9	3.1	3	Skyjaz Games	29-Mar-2019
Stories: The Path of Destinies	88.3	3.08	5	Spearhead Games	12-Apr-2016
Hero Quest: Tower Conflict	28.3	3.08	No time registered yet	Mihai Morosanu	13-Apr-2016
Mother Simulator	83.7	3.08	2	Steppe Hare Studio	22-May-2018
LIMBO	93.3	3.07	4	Playdead	02-Aug-2011
Gnomoria	76.6	3.07	No time registered yet	Robotronic Games	23-Feb-2016
Shadow Warrior Classic Redux	90.3	3.07	9	General Arcade	08-Jul-2013
Koi-Koi Japan [Hanafuda playing cards]	92.9	3.07	8	Zoo Corporation	27-Apr-2015
Space Pilgrim Episode I: Alpha Centauri	88	3.07	1	Pilgrim Adventures, GrabTheGames Studios	21-Dec-2015
THOTH	83.6	3.07	2	Carlsen Games	07-Oct-2016
Sid Meier's Ace Patrol: Pacific Skies	62	3.05	3	Firaxis Games	05-Nov-2013
Orbital Gear	83	3.05	0	Night Node	07-Aug-2014
Absolute Drift	88.4	3.05	3	Funselektor Labs Inc., FlippFly	29-Jul-2015
Ryse: Son of Rome	86.2	3.05	6	Crytek	10-Oct-2014
Killing Floor 2	87.7	3.05	14	Tripwire Interactive	18-Nov-2016
Hurtworld	76.2	3.05	0	Bankroll Studios	10-Dec-2019
Candle	78	3.05	8	Teku Studios	11-Nov-2016
LEAVES - The Journey	80.8	3.05	4	ZAR 21	07-Mar-2017
LEAVES - The Return	86.6	3.05	3	ZAR 21	14-Mar-2017
[Old Edition] Croixleur Sigma	79.6	3.03	1	souvenir circ.	30-Apr-2014
Battlepaths	69.4	3.02	9	Key17 Games	30-May-2014
The Bug Butcher	90.4	3.02	2	Awfully Nice Studios	19-Jan-2016
Pressure	80.1	3	3	Chasing Carrots	NA
THE KING OF FIGHTERS 2002 UNLIMITED MATCH	94.8	3	2	SNK CORPORATION, Code Mystics	27-Feb-2015
Adventure Time: Finn and Jake Investigations	76	3	9	Vicious Cycle Software	NA
Wuppo - Definitive Edition	94.8	3	8	Knuist & Perzik	29-Sep-2016
Wrath of Anna	34.2	3	No time registered yet	Lorenzo Ent., Michael L. Fiorentino Gutierrez	02-Apr-2018
Portal	98.5	2.98	3	Valve	10-Oct-2007
POSTAL	88.5	2.98	3	Running With Scissors	14-Nov-1997
The Samaritan Paradox	72.7	2.98	6	Faravid Interactive	18-Apr-2014
Onikira: Demon Killer	39	2.97	4	Digital Furnace Games	27-Aug-2015
Stellar 2D	39.8	2.97	2	quad games	30-Jul-2015
Mutiny!!	88	2.97	5	Lupiesoft	20-Oct-2017
Steel Storm: Burning Retribution	60.7	2.95	5	Kot in Action Creative Artel	11-May-2011
Out of the Park Baseball 15	97.3	2.95	6	Out of the Park Developments	NA
Polychromatic	96.4	2.93	No time registered yet	Brushfire Games	02-Oct-2015
Zup! 2	95.6	2.93	1	Quiet River	05-Dec-2016
Tower of Guns	80.3	2.92	3	Terrible Posture Games	04-Mar-2014
Dead or Alive 5 Last Round	67.3	2.92	4	Team NINJA, KOEI TECMO GAMES CO., LTD.	30-Mar-2015
Guns of Icarus Online	90.1	2.9	8	Muse Games	29-Oct-2012
Football Manager 2014	NA	2.87	456	Sports Interactive	NA
I Have No Mouth, and I Must Scream	88.4	2.83	6	Cyberdreams	17-Oct-2013
Fall Guys	81.3	2.83	9	Mediatonic	03-Aug-2020
Hatred	81.1	2.82	3	Destructive Creations	01-Jun-2015
Farnham Fables	70.3	2.82	1	Ethrea Dreams	20-Jun-2016
Fall of Civilization	38.5	2.82	No time registered yet	Luke Dodds, Midnight Forge LTD	19-Sep-2016
Hell Girls	88.1	2.82	6	Athena Works	12-Jan-2017
Killing Floor	95	2.8	18	Tripwire Interactive	14-May-2009
Time Ramesside (A New Reckoning)	19.5	2.8	No time registered yet	Panzer Gaming Studios	29-Apr-2015
Flesh Eaters	71.3	2.8	2	S.C. 16 BIT NIGHTS S.R.L.	03-May-2016
Metro: Last Light Complete Edition	NA	2.78	NA	4A Games	NA
Vanguard Princess	70.2	2.78	1	Tomoaki Sugeno	03-Mar-2014
Colin McRae Rally	43.5	2.78	10	Codemasters Digital	30-Jul-2014
YAIBA: NINJA GAIDEN Z	64.6	2.77	6	Spark Unlimited, comcept Inc., Team NINJA	21-Mar-2014
The Culling Of The Cows	74.4	2.77	2	Pixel Puzzles	09-May-2014
Terra Incognita Chapter One: The Descendant	65	2.75	3	Back To Basics Gaming	03-Feb-2015
InFlux	68.2	2.73	3	Impromptu Games	18-Sep-2013
G-Force	93.8	2.73	9	Eurocom	06-Oct-2014
Porcunipine	77.3	2.73	No time registered yet	Big Green Pillow	21-May-2015
Zup!	94.4	2.73	0	Quiet River	04-Oct-2016
The Fall	88	2.72	3	Over The Moon	30-May-2014
Heavy Bullets	81.9	2.72	6	Terri Vellmann, Doseone	18-Sep-2014
BATTLE PIXELS	56.9	2.68	No time registered yet	AppyArt Games	14-Jan-2016
Flight Sim World	60	2.68	No time registered yet	Dovetail Games	NA
$1 Ride	47.6	2.68	1	BeHappy Studios	28-Jul-2016
BioShock Infinite	93.9	2.67	12	Irrational Games, Virtual Programming (Linux)	25-Mar-2013
Frozen Synapse Prime	63.9	2.67	18	Double Eleven	14-Nov-2014
FINAL FANTASY VI	82.2	2.67	35	Square Enix	16-Dec-2015
Unforgiving Trials: The Darkest Crusade	64	2.63	11	Amaterasu Software	15-Jun-2016
GRID 2	83.8	2.62	17	Codemasters Racing	NA
The Blue Flamingo	46	2.62	0	Might and Delight	18-Nov-2014
Velocity®Ultra	76.3	2.6	4	Curve Studios, FuturLab	12-Dec-2013
Master Reboot	75.7	2.6	4	Wales Interactive	29-Oct-2013
Broken Sword 5 - the Serpent's Curse	88.8	2.6	6	Revolution Software Ltd	04-Dec-2013
Stronghold 3	31.8	2.6	7	FireFly Studios	25-May-2012
Final Fantasy III (3D Remake)	82.5	2.6	18	Square Enix	27-May-2014
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION	89.8	2.6	1	SNK CORPORATION, Code Mystics	16-Dec-2014
Two Digits	71.7	2.6	4	Cleverweek	22-May-2015
Shadowrun Chronicles - Boston Lockdown	59.2	2.6	23	Cliffhanger Productions	28-Apr-2015
Never Alone (Kisima Ingitchuna)	81	2.6	3	Upper One Games, E-Line Media	18-Nov-2014
Psychonauts	95.3	2.58	12	Double Fine Productions	11-Oct-2006
Dungeon Siege	80.6	2.58	28	Gas Powered Games	05-Apr-2011
Red Faction: Guerrilla Steam Edition	90.3	2.58	13	Volition, Reactor Zero, THQ Nordic	15-Sep-2009
DmC Devil May Cry	93.4	2.58	9	Ninja Theory	24-Jan-2013
Demonicon	67.9	2.58	13	Noumena Studios	24-Oct-2013
Deus Ex: Human Revolution - Director's Cut	92.1	2.58	23	Eidos Montreal	25-Oct-2013
Worms World Party Remastered	51.6	2.58	9	Team17 Digital Ltd	16-Jul-2015
Trine 3: The Artifacts of Power	64	2.58	5	Frozenbyte	20-Aug-2015
Yury	47.3	2.58	1	Cubic Pie	09-Dec-2014
The Architect	66.7	2.58	No time registered yet	Spooky Star	04-Jun-2015
FEMINAZI: The Triggering	80.5	2.58	0	hyperboreanGames, Svarog Studios	20-Feb-2017
BloodRayne	78.4	2.57	7	Terminal Reality	14-Sep-2006
The Magic Circle	92.5	2.57	4	Question	09-Jul-2015
Infinite Space III: Sea of Stars	70.7	2.55	No time registered yet	Digital Eel	29-Oct-2015
Nightmares from the Deep 3: Davy Jones	95.4	2.55	4	Artifex Mundi	29-Jan-2015
Frederic: Evil Strikes Back	84.1	2.55	2	Forever Entertainment S. A.	23-May-2014
Data Hacker: Initiation	63.8	2.55	25	New Reality Games	21-Jul-2014
Data Hacker: Reboot	59.1	2.55	No time registered yet	New Reality Games	17-Apr-2015
Mayjasmine episode01 What is God? 五月茉莉	70.1	2.55	6	Erotes Studio	02-Dec-2015
Lara Croft GO	92.4	2.55	4	Square Enix Montréal	04-Dec-2016
BloodRayne 2	71.9	2.53	9	Terminal Reality	14-Sep-2006
Crazy Machines 2	47.3	2.53	22	Fakt Software	20-Jun-2008
Dino D-Day	83.9	2.53	6	800 North and Digital Ranch	08-Apr-2011
Faerie Solitaire	91.1	2.53	13	Subsoap	17-Sep-2010
Tower Wars	73.2	2.53	4	SuperVillain Studios	14-Aug-2012
Hitman: Absolution	91.8	2.53	12	Io-Interactive A\/S	19-Nov-2012
Freedom Planet	95.2	2.53	5	GalaxyTrail	21-Jul-2014
Frederic: Resurrection of Music	83.5	2.53	2	Forever Entertainment S. A.	16-May-2014
PAYDAY: The Heist	93.3	2.53	10	OVERKILL Software	20-Oct-2011
The Journey Down: Chapter One	87.3	2.52	2	SkyGoblin	09-Jan-2013
Betrayer	81.7	2.52	7	Blackpowder Games	24-Mar-2014
Ravaged Zombie Apocalypse	43.1	2.52	2	2 Dawn Studios	NA
Type:Rider	79.6	2.52	2	Ex Nihilo, ARTE France	06-Nov-2013
Mount & Blade	92.4	2.52	43	TaleWorlds Entertainment	03-Nov-2008
The Ship	85.8	2.52	3	Outerlight Ltd.	11-Jul-2006
Overture	76.6	2.52	6	Black Shell Games	02-Feb-2015
Zup! 5	93.8	2.52	1	Quiet River	13-Jun-2017
Stacking	89.1	2.5	4	Double Fine Productions	06-Mar-2012
Transistor	94.3	2.5	6	Supergiant Games	20-May-2014
Avalanche 2: Super Avalanche	85.5	2.5	5	Beast Games	11-Jun-2015
Gabe Newell Simulator	50.4	2.5	1	Antonio Renna	14-Dec-2015
Super Meat Boy	94.7	2.47	10	Team Meat	30-Nov-2010
Tropico 5	78.5	2.47	21	Haemimont Games	23-May-2014
Explottens	93.8	2.47	No time registered yet	Playdew	NA
Bright Memory	91.5	2.45	1	FYQD-Studio	25-Mar-2020
Foul Play	79.7	2.42	4	Mediatonic	18-Sep-2013
Reus	78.5	2.4	8	Abbey Games	16-May-2013
Zup! 4	90.3	2.4	1	Quiet River	20-Feb-2017
Canyon Capers	44.9	2.37	4	CrazyMoo Games	25-Apr-2014
Crusader Kings II	90.1	2.33	66	Paradox Development Studio	14-Feb-2012
Guacamelee! Gold Edition	93.3	2.33	6	DrinkBox Studios	08-Aug-2013
Company of Heroes 2	78.7	2.33	15	Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)	25-Jun-2013
Final Quest	40.9	2.32	No time registered yet	RPG Video	17-Aug-2016
Final Quest II	41.2	2.32	No time registered yet	RPG Video	18-Oct-2016
The Elder Scrolls V: Skyrim	94.9	2.3	34	Bethesda Game Studios	10-Nov-2011
The Inner World	90.7	2.3	7	Studio Fizbin	27-Sep-2013
Tomb Raider	96.2	2.3	11	Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Nixxes	04-Mar-2013
冒险村传说（Tales of Legends）	41.3	2.3	No time registered yet	Gemini Stars Games	05-Feb-2017
BlobCat	93.4	2.3	5	BySamb	31-Aug-2017
Super Comboman	26.4	2.28	No time registered yet	Interabang Entertainment	NA
Millie	81.3	2.28	6	Forever Entertainment S. A.	18-Apr-2014
METAL GEAR SOLID V: GROUND ZEROES	83.4	2.28	2	Konami Digital Entertainment	18-Dec-2014
Serious Sam HD: The First Encounter	93.7	2.25	6	Croteam	24-Nov-2009
Hammerwatch	89.7	2.25	8	Crackshell	12-Aug-2013
Costume Quest	93.4	2.22	6	Double Fine Productions	14-Oct-2011
Deponia: The Complete Journey	86.9	2.22	26	Daedalic Entertainment	08-Jul-2014
The Dream Machine	87.8	2.2	13	Cockroach Inc.	11-May-2012
Pixel Puzzles Ultimate	74.3	2.2	12	Pixel Puzzles	29-Aug-2022
Victor Vran	86.1	2.2	10	Haemimont Games	24-Jul-2015
Chicku	89.2	2.2	No time registered yet	Gatling Goat Studios	05-May-2016
Eador. Masters of the Broken World	68.3	2.18	87	Snowbird Games	19-Apr-2013
Eldritch	87.7	2.17	4	Minor Key Games	21-Oct-2013
Talisman: Prologue	56.7	2.17	1	Nomad Games	14-Oct-2013
Loot Hunter	69.9	2.17	3	Rake in Grass	23-Jan-2015
Overcooked! 2	90.5	2.17	7	Ghost Town Games Ltd., Team17	07-Aug-2018
Lost Planet 3	62.5	2.15	11	Spark Unlimited	26-Aug-2013
Draw a Stickman: EPIC	77.7	2.13	2	Hitcents	03-Dec-2013
Wordle	84.9	2.13	1	PreoNus Games	12-Apr-2021
Caster	79.1	2.12	2	Elecorn	19-Mar-2009
Astebreed: Definitive Edition	88.6	2.12	No time registered yet	Edelweiss	30-May-2014
Skara - The Blade Remains	58.3	2.12	No time registered yet	Atomic Kraken	27-Oct-2014
Her Story	89.6	2.12	2	Sam Barlow	24-Jun-2015
The Bridge	87.6	2.1	4	Ty Taylor and Mario Castañeda, The Quantum Astrophysicists Guild	22-Feb-2013
Cook, Serve, Delicious!	94.6	2.1	18	Vertigo Gaming Inc.	08-Oct-2013
Galcon Legends	39.4	2.1	1	Hassey Enterprises, Inc.	NA
Ethan: Meteor Hunter	61.6	2.1	10	Seaven Studio	07-Feb-2014
Pizza Express	82.7	2.1	9	Onni Interactive	25-Jun-2015
Kumoon : Ballistic Physics Puzzle	70.5	2.1	0	Lucky You Studio	10-Nov-2015
Cthulhu Saves the World	92.1	2.08	8	Zeboyd Games	13-Jul-2011
Warlock - Master of the Arcane	86.4	2.08	11	Ino-Co Plus	08-May-2012
Tales from Space: Mutant Blobs Attack	91.1	2.08	4	DrinkBox Studios	15-Aug-2012
Batman: Arkham City GOTY	95.9	2.08	14	Rocksteady Studios	07-Sep-2012
Serious Sam HD: The Second Encounter	92.9	2.08	7	Croteam	NA
Natural Selection 2	85.4	2.08	No time registered yet	Unknown Worlds Entertainment	30-Oct-2012
Party of Sin	50	2.08	4	Crankshaft Games	13-Dec-2012
Monaco	90.7	2.08	8	Pocketwatch Games	24-Apr-2013
Shadowrun Returns	88.6	2.08	12	Harebrained Schemes	25-Jul-2013
NASCAR The Game: 2013	56.6	2.08	37	Eutechnyx	NA
Frozen Synapse	82.5	2.08	24	Mode 7	26-May-2011
Risen 2 - Dark Waters	79.8	2.08	1	Piranha Bytes	26-Apr-2012
Saints Row: The Third	95.9	2.08	15	Volition	17-Nov-2011
Mutant Mudds Deluxe	74.3	2.08	5	Renegade Kid	21-Nov-2013
Unholy Heights	89.1	2.08	10	Petit Depotto	04-Oct-2013
Talisman: Digital Edition	78.5	2.08	2	Nomad Games	25-Feb-2014
Contagion	72.6	2.08	10	Monochrome, Inc	25-Oct-2013
Mitsurugi Kamui Hikae	80.3	2.08	2	Zenith Blue	10-Mar-2014
Full Bore	84.8	2.08	12	Whole Hog Games	06-May-2014
Quest for Infamy	84.8	2.08	11	Infamous Quests	10-Jul-2014
Bardbarian	88.8	2.08	6	TreeFortress Games	01-Apr-2014
Broken Age	83.6	2.08	4	Double Fine Productions	28-Jan-2014
The Banner Saga	89	2.08	11	Stoic	14-Jan-2014
Toybox Turbos	85	2.08	2	Codemasters	11-Nov-2014
Cloud Chamber	61.9	2.08	6	Investigate North	NA
Shadowrun: Dragonfall - Director's Cut	89.6	2.08	21	Harebrained Schemes	18-Sep-2014
The Dark Eye: Chains of Satinav	86.6	2.08	10	Daedalic Entertainment	22-Jun-2012
StuntMANIA Reloaded	57.4	2.08	6	Sector3 Games	13-Nov-2014
Resident Evil Revelations 2	78.5	2.08	10	CAPCOM Co., Ltd.	24-Feb-2015
Final Fantasy IV (3D Remake)	84.7	2.08	22	Square Enix, DotEmu SAS.	17-Sep-2014
FINAL FANTASY IV: THE AFTER YEARS	62.7	2.08	35	Square Enix	11-May-2015
Lucius	81.1	2.05	6	Shiver Games	26-Oct-2012
Hotline Miami	97.4	2.05	5	Dennaton Games	23-Oct-2012
The Bureau: XCOM Declassified	70	2.05	10	2K Marin	22-Aug-2013
Chivalry: Medieval Warfare	82.5	2.05	15	Torn Banner Studios	16-Oct-2012
Zup! 3	90	2.05	1	Quiet River	12-Jan-2017
Stela	78.1	2.05	2	SkyBox Labs	13-Mar-2020
Mafia II (Classic)	95	2.03	12	2K Czech	22-Mar-2011
Giana Sisters: Twisted Dreams	77.8	2.03	7	Black Forest Games	22-Oct-2012
Half-Life 2	97.5	2.02	13	Valve	16-Nov-2004
Runespell: Overture	74.3	2.02	7	Mystic Box	20-Jul-2011
Edna & Harvey: Harvey's New Eyes	89.3	2.02	7	Daedalic Entertainment	16-Oct-2012
Fist Puncher	73.2	2.02	4	Team2Bit	21-Jun-2013
KickBeat Steam Edition	66.7	2.02	3	Zen Studios	20-Jan-2014
Shadow Warrior	92.3	2.02	12	Flying Wild Hog	26-Sep-2013
Paranormal State: Poison Spring Collector's Edition	76.7	2.02	4	Teyon	09-Apr-2014
Thief	74.1	2.02	11	Eidos-Montréal, Feral Interactive (Mac)	27-Feb-2014
Duet	94.5	2.02	2	Kumobius	03-Aug-2015
Survivor Squad	66.2	2	16	Endless Loop Studios	21-Jan-2015
Rome: Total War	94.6	2	34	CREATIVE ASSEMBLY	28-Aug-2007
Kick-Ass 2	23.3	2	0	Freedom Factory	15-Aug-2014
REVOLVER360 RE:ACTOR	92.6	2	1	Cross Eaglet	24-Oct-2014
The Sun at Night	48.8	2	No time registered yet	Minicore Studios	01-Aug-2014
QP Shooting - Dangerous!!	93.4	2	9	Orange_Juice	14-Nov-2014
Dungeons of Dredmor	94.1	1.97	18	Gaslamp Games, Inc.	13-Jul-2011
Pilgrims	96.3	1.95	1	Amanita Design	07-Oct-2019
Hero Siege	75.3	1.93	9	Panic Art Studios Ltd.	29-Jan-2014
Escape Machines	41.9	1.93	No time registered yet	Mint Age Studios	14-Apr-2015
Borderlands 2	93.8	1.92	30	Gearbox Software, Aspyr (Mac), Aspyr (Linux)	20-Sep-2012
